18020,"Columbus, IN (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,3490,3443,3523,3803,3910,4165,4410,4579,3937,4339,4545,4826,4908,5023,5110,4928
18140,"Columbus, OH (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,85481,87596,89996,93741,95577,96487,97015,95908,91882,94257,99025,104139,105826,108289,111748,114492
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,16317,16561,17051,18557,17657,17983,18797,18403,18210,18294,17991,18850,20725,20654,20625,20268
18700,"Corvallis, OR (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,2406,2746,3108,3696,3670,4218,4450,5036,5281,5537,5447,4817,4368,4251,4187,4324
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,8929,10265,10720,12477,12547,12371,12393,11236,10922,10645,10759,11489,10653,11349,11741,12113
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,2777,2894,2903,2848,2850,2737,2593,2672,2796,2863,2875,2858,2804,2786,2779,2797
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,306951,314589,309889,316904,328238,345226,354719,357707,347523,359152,372206,391232,412265,432289,457409,471278
19140,"Dalton, GA (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,7342,7593,7481,6369,6259,6148,6083,5704,5112,4933,4879,5004,5154,5296,5322,5448
19180,"Danville, IL (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,2466,2453,2612,2672,2621,2688,2566,2599,2557,2606,2655,2600,2602,2568,2439,2399
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,4171,4423,4719,5073,5705,5845,5931,5668,5492,5368,5329,5515,6050,6185,5990,6137
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,15319,15442,15968,17202,17516,17622,17793,18044,17472,17713,18223,18666,17806,17473,17090,16765
19380,"Dayton, OH (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,35228,35956,36219,37380,37265,37453,36572,35364,32901,33007,33943,34375,34554,35114,35282,35535
19460,"Decatur, AL (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,4650,4579,4701,5100,5002,5032,5051,4989,4847,4970,4811,4922,4928,4927,4593,4687
19500,"Decatur, IL (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,5411,5196,5233,5277,5422,5540,5722,5881,5591,5598,5750,5589,5454,5637,5494,5289
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,12541,13356,14431,14685,14995,15533,15715,14775,13679,13492,13108,13572,14198,14186,14446,15059
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,131167,132674,134143,135972,143136,145565,147011,151216,149283,151224,153031,157916,159987,169519,176148,180446
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,28118,30734,33218,36046,38165,37277,40203,36233,35147,35902,36972,39381,39353,41389,42979,43873
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,217367,221260,227573,226451,230537,223024,220825,207578,185535,196263,203896,208204,209372,213402,219200,223835
20020,"Dothan, AL (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,4222,4529,4527,4713,4864,4853,4786,4607,4459,4521,4467,4522,4504,4485,4496,4530
20100,"Dover, DE (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,5096,5383,5558,5968,6060,6185,6113,5816,6367,5826,5865,5755,5829,6018,6303,6309
20220,"Dubuque, IA (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,3500,3608,3707,4014,4125,4196,4304,4175,4042,4349,4451,5012,4660,4821,4888,4827
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,9681,10116,10060,10235,10145,10082,10019,10275,9678,11059,11543,11270,11561,11795,11218,11117
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,24389,26002,27552,28201,29695,34558,37010,38626,39175,40026,36723,35905,38852,39329,39452,38376
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",,900,Real GDP by metropolitan area,1,...,All industry total,4678,4894,4936,5079,5163,5366,5535,5640,5524,5584,5314,5131,5139,4994,5122,5146
